match_id,match_name,kickoff,actual_score,portfolio_name,portfolio_style,pre_match_rank,pre_match_score,total_stake,net_profit,roi,hit_count,loss_count,push_count,best_score_path,actual_score_path,covered_actual_score,zero_risk_triggered,one_goal_deviation_failure,recommendation_rank_pre_match,actual_profit_rank_post_match,recomputed_with_current_model
2026_06_24_Morocco_Haiti,摩洛哥 vs 海地,06/24/2026 18:00,4:2,第7组合,Aggressive,7,42,1800.0,-714.0,-0.397,1,2,0,2:0,two_goal_win,False,False,False,7,7,False
2026_06_24_Morocco_Haiti,摩洛哥 vs 海地,06/24/2026 18:00,4:2,第9组合,Tail Hedge,9,41,1800.0,-988.0,-0.549,1,2,0,2:0,two_goal_win,False,False,False,9,8,False
2026_06_24_Morocco_Haiti,摩洛哥 vs 海地,06/24/2026 18:00,4:2,第8组合,System,8,41,1800.0,-1800.0,-1.0,0,1,0,2:0,two_goal_win,False,True,False,8,9,False
2026_06_24_Morocco_Haiti,摩洛哥 vs 海地,06/24/2026 18:00,4:2,第10组合,System,10,40,1800.0,-1800.0,-1.0,0,2,0,2:0,two_goal_win,False,True,False,10,10,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第4组合,System,4,51,1100.0,1230.0,1.118,1,3,0,0:3,three_plus_goal_win,True,False,False,4,1,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第7组合,Tail Hedge,7,50,1100.0,843.0,0.766,2,3,0,1:2,three_plus_goal_win,True,False,False,7,2,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第6组合,System,6,50,1100.0,713.0,0.648,2,4,0,1:2,three_plus_goal_win,True,False,False,6,3,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第5组合,Aggressive,5,51,1100.0,453.0,0.412,1,4,0,1:2,three_plus_goal_win,True,False,False,5,4,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,推荐组合,System,1,73,1100.0,330.0,0.3,1,0,0,0:2,three_plus_goal_win,True,False,False,1,5,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,我的组合,My Portfolio,,,700.0,77.0,0.11,1,3,0,-,three_plus_goal_win,,False,False,,6,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第8组合,System,8,47,1100.0,-190.0,-0.173,1,1,0,0:2,three_plus_goal_win,False,False,False,8,7,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第11组合,System,11,44,1100.0,-450.0,-0.409,1,1,0,0:1,three_plus_goal_win,False,False,False,11,8,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第2组合,Conservative,2,53,1100.0,-710.0,-0.645,1,3,0,0:1,three_plus_goal_win,False,False,False,2,9,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第3组合,System,3,52,1100.0,-1100.0,-1.0,0,2,0,0:2,three_plus_goal_win,False,True,False,3,10,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第9组合,System,9,45,1100.0,-1100.0,-1.0,0,2,0,0:2,three_plus_goal_win,False,True,False,9,11,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第10组合,System,10,44,1100.0,-1100.0,-1.0,0,1,0,0:1,three_plus_goal_win,False,True,False,10,12,False
2026_06_24_Scotland_Brazil,苏格兰 vs 巴西,06/24/2026 18:00,0:3,第12组合,System,12,40,1100.0,-1100.0,-1.0,0,1,0,0:2,three_plus_goal_win,False,True,False,12,13,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第10组合,System,10,39,300.0,365.0,1.217,1,0,0,0:0,one_goal_win,True,False,False,10,1,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第7组合,System,7,46,300.0,144.0,0.48,1,1,0,0:1,one_goal_win,True,False,False,7,2,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第8组合,System,8,44,300.0,144.0,0.48,1,1,0,0:0,one_goal_win,True,False,False,8,3,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第6组合,Aggressive,6,50,300.0,-78.0,-0.26,1,2,0,0:2,one_goal_win,False,False,True,6,4,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,推荐组合,System,1,74,300.0,-300.0,-1.0,0,2,0,0:1,one_goal_win,False,True,True,1,5,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第2组合,System,2,73,300.0,-300.0,-1.0,0,1,0,0:1,one_goal_win,False,True,True,2,6,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第3组合,System,3,52,300.0,-300.0,-1.0,0,3,1,0:2,one_goal_win,False,True,True,3,7,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第4组合,Tail Hedge,4,52,300.0,-300.0,-1.0,0,3,0,0:2,one_goal_win,False,True,True,4,8,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第5组合,System,5,50,300.0,-300.0,-1.0,0,2,0,0:1,one_goal_win,False,True,True,5,9,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,第9组合,System,9,43,300.0,-300.0,-1.0,0,1,0,0:1,one_goal_win,False,True,True,9,10,False
2026_06_24_South_Africa_South_Korea,南非 vs 韩国,06/24/2026 19:00,1:0,我的组合,My Portfolio,,,2300.0,-1400.0,-0.609,0,3,0,-,one_goal_win,,False,True,,11,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第4组合,System,4,49,700.0,959.0,1.37,1,0,0,1:0,one_goal_win,True,False,False,4,1,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第3组合,System,3,50,700.0,928.0,1.326,2,0,0,1:0,one_goal_win,True,False,False,3,2,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,推荐组合,System,1,51,700.0,905.0,1.293,1,0,0,1:0,one_goal_win,True,False,False,1,3,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,我的组合,My Portfolio,,,1000.0,376.0,0.376,1,2,0,-,one_goal_win,,False,False,,4,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第6组合,System,6,48,700.0,248.0,0.354,1,1,0,1:0,one_goal_win,True,False,False,6,5,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第2组合,System,2,50,700.0,232.0,0.331,2,2,0,1:0,one_goal_win,True,False,False,2,6,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第5组合,System,5,49,700.0,217.0,0.31,1,1,0,1:0,one_goal_win,True,False,False,5,7,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第7组合,Aggressive,7,48,700.0,-12.0,-0.017,1,2,0,2:0,one_goal_win,False,False,True,7,8,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第8组合,Tail Hedge,8,45,700.0,-226.0,-0.323,1,2,0,1:0,one_goal_win,False,False,True,8,9,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第9组合,System,9,39,700.0,-700.0,-1.0,0,1,0,1:0,one_goal_win,False,True,True,9,10,False
2026_06_24_Switzerland_Canada,瑞士 vs 加拿大,06/24/2026 12:00,2:1,第10组合,System,10,38,700.0,-700.0,-1.0,0,2,0,2:0,one_goal_win,False,True,True,10,11,False
